lb0,ub0,d,K,e00,a1,ftype,max_err,c0,rms_err
1.0000000000000013e-15,0.69999999999999996,1,1,0.99602497577104232,1,MA,0.082380875848525215,0.94604144923634659,0.039722989129247634
