lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
50000.00000000001,0.1578,1.5847,2,-4.946370530003944,0.32809862348920704,3,-1.8826022827559872,19.25623029972491,2.4899563687365114,-0.9692613542953745,5.354237335346547,SMA,0.43289229497374926,0.12220276345227805,4862011521124316.0,1.3411113063159487e-06,0.11333444303304835,1999999.9999999993
