lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
50000.00000000001,0.010000000000000004,11.009999999999998,2,-0.02158100014225146,0.25519888123713785,3,0.025879050609431194,-0.04277455558422419,-0.04665948088858589,0.025502928268885824,0.1631216634614432,SMA,0.7458578117919037,0.2242090994269634,0.3510738726080866,0.237870868684539,0.07253507129453321,1999999.9999999993
