Latitude,perc70,perc75,perc80,perc85,perc90,perc95,perc99
0,7.63436551437641,8.1235820782926,8.67512277359625,9.3172673616749,10.1474537437674,11.3839189550816,13.850939409855
1,7.61320233651845,8.10391305335498,8.64940550791295,9.27794954119967,10.06852313146,11.2730393989791,13.5920155382254
2,7.49592921427769,7.98396303345264,8.55062296314368,9.20539177376795,10.0473455790754,11.2388463502342,13.432275764766
3,7.29287294327509,7.7977052134604,8.36406826244021,9.03964953249231,9.92902828723326,11.2346004250279,13.4544871486631
4,7.10396355612039,7.61811102977873,8.2109949335244,8.92421154899635,9.88624953800151,11.3439499265913,13.8480610503595
5,7.07549368500296,7.59023842920522,8.20176014942691,8.97860792729272,10.0129122225795,11.5878966867838,14.3884683405757
6,7.1853173720645,7.74363359009653,8.39923232752652,9.18810128500605,10.2267138125173,11.9103226245005,14.7854738451346
7,7.38499733845409,7.97523778684843,8.65989601682811,9.4865469894375,10.5325636161685,12.1868735092471,15.1234161778463
8,7.60555697256404,8.20637299033623,8.90842119048713,9.71908196947414,10.7584153612431,12.3641111789401,15.3869385166154
9,7.72375757646518,8.3254112630662,9.00426694574872,9.81908920921911,10.8620168037264,12.4277690947773,15.5784203609371
10,7.87260197117664,8.4464910923605,9.10489549600855,9.89529465603167,10.9103555254415,12.4770115206715,15.6623703565215
11,8.00632204964705,8.56760347671827,9.20013941673952,9.97288971775755,10.9746205058533,12.526055183657,15.775173885006
12,8.05324459674513,8.62594434838866,9.25599009418078,10.0350845334775,11.0371615451229,12.5900787197783,15.7573212866947
13,8.00908542500986,8.56518132315939,9.19059471639746,9.95577388066674,10.9512226161928,12.5234858475466,15.7244800411816
14,7.90959464065976,8.44829372442316,9.06611305642905,9.79661821936491,10.7678714013049,12.2999825730481,15.5567702627527
15,7.7687860041363,8.29719383993239,8.91234831269144,9.62813530290568,10.5485348654526,12.0654934454334,15.4965508097911
16,7.58515255361339,8.11281577056867,8.7115260322613,9.43260743577651,10.3690827766154,11.915695426793,15.5805478773663
17,7.4162290101887,7.92100145257029,8.50975570726197,9.22395161386043,10.1728052590364,11.7755862971725,15.7942262884387
18,7.24912662218447,7.76452097999806,8.35692976394547,9.05275481240103,9.99845506745403,11.6000350338128,15.9284672748424
19,7.12653772883271,7.63851177367,8.20690838677493,8.90787918594348,9.81487223751604,11.4457775977775,16.0042463997796
20,7.04530319287344,7.5505149450728,8.1053673303963,8.78885783809214,9.7050598104966,11.2953854561361,15.884959178014
21,6.91986587329096,7.4157197740356,7.97400278208527,8.65131027562685,9.55908539498367,11.1409302939183,15.6913680901533
22,6.8195178743768,7.30977329228279,7.86926706803073,8.55193532697099,9.45069803672127,11.0358927570088,15.6577876532375
23,6.77783536554012,7.26526628058615,7.83861053614548,8.51902445690532,9.43674482221999,11.0539667310498,15.8188638601661
24,6.7908792271666,7.29526070458665,7.87291276612586,8.59361638906066,9.55633031868358,11.2009067610624,16.0725796869268
25,6.82050359714486,7.34665244773401,7.96127053172843,8.73569611314161,9.75670466766492,11.4642388085965,16.3817371437312
26,6.86530297776558,7.41458446702521,8.05234854101898,8.83563508629546,9.92616136746253,11.809802463147,16.6637740192775
27,6.91056108371484,7.47810588493956,8.12462890181191,8.92082208463193,10.0298025646066,11.9503949412585,16.8263810957264
28,7.02412764316513,7.60118512536721,8.26507834769546,9.08095582081059,10.1791084724604,12.060565381408,16.97822666485
29,7.16865909854118,7.73285207318917,8.40219521443477,9.24573625298805,10.3875988577039,12.2778322070909,16.9568172484631
30,7.2915642533894,7.88536061540025,8.59019118531716,9.42644086849121,10.5855576197135,12.5337008505382,17.1095198781444
31,7.46040589771885,8.09017208167608,8.84182809180739,9.75152660659127,10.9744434317619,13.0205938973195,17.5468693933569
32,7.68728028725087,8.35166278635842,9.14493963397683,10.1280127280451,11.4209472507755,13.4953414064143,18.0330970752599
33,7.92841990236481,8.63196149623445,9.45089971178898,10.4401912118124,11.749334449224,13.8464367349565,18.5433333019833
34,8.16573371050949,8.87747483982837,9.73689410165757,10.7753313403328,12.127986310696,14.3209193259609,18.9387448678369
35,8.24236067143449,9.00923068154549,9.93779662707084,11.0678754859068,12.5898196646507,14.9397272408185,19.7995531472007
36,8.41659001939719,9.24107552925414,10.2218927067926,11.4365381814032,13.0750980531619,15.5930842129574,20.5405485130573
37,8.75789447617754,9.60205532861154,10.5992664099351,11.8709089901638,13.5529253376904,16.2022027634138,21.2539798030925
38,9.06226702614983,9.9584645035294,11.0164601187548,12.3379407094639,14.0455079114232,16.8123455741036,21.9235852943178
39,9.40922235789933,10.3247054748813,11.4276434886953,12.78392975387,14.5024817496824,17.2916768819603,22.6934414552377
40,9.85511168814192,10.7739134061409,11.8834101150527,13.2421606941356,15.0165924784601,17.7602448369737,23.4938795843593
41,10.2802559036972,11.238606428482,12.3234352942588,13.6678371300059,15.4302064197198,18.2759220104377,24.3635944453969
42,10.6460372988378,11.6132391445127,12.7170157032577,14.0406645839415,15.8686296682575,18.8280037406159,24.9189195104007
43,11.085672503872,12.0497804688643,13.1735046326969,14.5615002093161,16.3720094247358,19.3268502512723,25.2077370956566
44,11.4428004799467,12.4584936118272,13.612843127836,14.9740336661004,16.8012170198103,19.7044505014488,25.5590795306646
45,11.8447516701259,12.8307998422012,13.9823142592729,15.3656163482742,17.1914943571736,20.1018794473661,25.8214432106316
46,12.1557584999495,13.168294078946,14.3368781738884,15.7359564950633,17.571302708802,20.3399770158092,26.1495028862712
47,12.481100282503,13.4884698293969,14.6790326366922,16.078374796178,17.892606593128,20.690879267178,26.2906805939171
48,12.7272965248451,13.7519138335063,14.944517742891,16.33557108826,18.1364259373541,20.9569175471068,26.4839800477036
49,12.9202692514873,13.9579160708195,15.1358046505405,16.5605826011451,18.3689876840638,21.1176139967113,26.5928921602722
50,13.0742387358181,14.1400711057472,15.3513294949981,16.7451906151405,18.5556820802751,21.285753127648,26.9412982470604
51,13.2696933555775,14.2823134052279,15.4797056994424,16.8640610623797,18.6739161447996,21.4678810677378,27.1794441755987
52,13.4150315271491,14.4066730009193,15.5896278874447,16.974860733462,18.7114066033448,21.51642215095,27.2594649997451
53,13.4891275037514,14.5024092235098,15.6293480601534,16.9658389932928,18.7818620621902,21.5197704646142,27.1905475515799
54,13.4716319544849,14.4717320646528,15.5927533075745,16.9222524252763,18.6804687680469,21.4460789660881,27.0063313685911
55,13.3110755212407,14.3191915071766,15.4773653306917,16.8229948037117,18.5749756030891,21.3024803867848,26.685511870983
56,13.0988150906419,14.0890538524637,15.2171537810317,16.5820585868604,18.3750565954512,21.1252413412867,26.2760868060723
57,12.8620542082278,13.8320375718489,14.9386821942112,16.2428475532479,18.0279669026934,20.7772216482827,26.0242177814384
58,12.6467687930634,13.5792460723383,14.6412819018173,15.925640341194,17.6510102833209,20.2646108658924,25.7361334040518
59,12.3891463822786,13.3225333293705,14.3676659838119,15.5974664973024,17.1932799964852,19.6472282894642,25.2606707452114
60,12.0100571312896,12.9576115145636,14.0105685467812,15.2100158632846,16.7717125970871,19.1731716977747,24.5782676585614
61,11.5854992524604,12.5051216067693,13.5336655583132,14.7575438308095,16.3070976177552,18.7781383861787,23.853330186492
62,11.2528509343718,12.1618043977842,13.2017143422358,14.4071167866947,16.0020502135899,18.4999858041363,23.5363837034697
63,10.9792636648591,11.862052356657,12.8859181278156,14.1152904977656,15.6829398283279,18.1560446344093,23.4674828705874
64,10.7008346436099,11.5693038245549,12.5699133871579,13.8166448568876,15.3497210463408,17.8045437285381,23.25784095379
65,10.4916073773322,11.3472793077373,12.3423846970703,13.5129377576296,15.0755498672615,17.5101607495006,22.700676012094
66,10.3442659498384,11.1916149944924,12.1833972054037,13.3367860459177,14.8169252519632,17.1731517291174,22.1164903439756
67,10.1607950067926,11.0181804406019,12.0342384372594,13.2376168638773,14.7607359211774,17.1246829859146,22.1455102865813
68,9.98228933546946,10.8787170837579,11.9316531585505,13.1417527839508,14.6964232825252,17.0500256905583,21.9621664285938
