lb0,ub0,d,e10,K,e00,a1,ftype,max_err,c1,c0,rms_err
0.11801242227166193,0.96850044350687503,1,1.1292113161811266,2,-7.7018739569394059,18.556942322046762,SMA,0.020769498868956959,1.3862822190984452,0.0086632097847674488,0.0069998230620234763
