lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
50000.00000000001,0.010000000000000004,11.009999999999998,2,-0.049121083528442244,0.22993347828266958,3,-0.025024913685615786,0.15327908532745324,-0.05573669422076905,0.04847159742393621,0.13283682854903317,SMA,0.5853708158362712,0.2739354138811015,0.2757542173761446,0.31429222519828487,0.08594278869171666,700000.0000000002
